Order ID,Order Date,Customer Name,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD05983,2023-10-12,Customer_3078,Corporate,North,Punjab,Furniture,Table,1649.46,2,0.2,157.58
ORD05984,2025-01-29,Customer_3444,Corporate,South,Kerala,Technology,Monitor,3733.15,5,0.05,406.98
ORD05985,2024-11-21,Customer_3595,Consumer,South,Karnataka,Furniture,Desk,1166.59,8,0.0,127.96
ORD05986,2023-04-20,Customer_5492,Home Office,South,Kerala,Office Supplies,Marker,567.79,9,0.15,97.17
ORD05987,2024-12-07,Customer_7564,Corporate,South,Karnataka,Furniture,Table,4993.72,6,0.2,486.72
ORD05988,2024-02-29,Customer_7003,Corporate,East,West Bengal,Office Supplies,Marker,4395.6,1,0.05,1112.94
ORD05989,2024-07-19,Customer_2501,Home Office,West,Rajasthan,Office Supplies,Pen,419.52,8,0.1,61.02
ORD05990,2023-08-14,Customer_8605,Corporate,West,Rajasthan,Furniture,Table,2898.3,4,0.15,203.25
ORD05991,2024-11-28,Customer_9374,Consumer,South,Karnataka,Furniture,Bookshelf,2796.24,6,0.15,613.38
ORD05992,2023-12-06,Customer_7404,Corporate,East,Odisha,Technology,Monitor,391.88,4,0.0,50.97
ORD05993,2024-11-27,Customer_7592,Corporate,South,Kerala,Technology,Printer,3582.52,8,0.1,797.09
ORD05994,2023-11-07,Customer_4999,Corporate,South,Kerala,Office Supplies,Stapler,4988.94,8,0.2,930.68
ORD05995,2023-04-30,Customer_1397,Home Office,North,Punjab,Office Supplies,File,1917.51,5,0.1,514.63
ORD05996,2024-12-25,Customer_2962,Corporate,West,Rajasthan,Furniture,Table,107.18,7,0.2,2.39
ORD05997,2023-03-12,Customer_5819,Consumer,North,Uttar Pradesh,Furniture,Sofa,2644.95,9,0.05,248.06
ORD05998,2023-10-22,Customer_3946,Home Office,East,Assam,Technology,Printer,2829.43,4,0.15,400.19
ORD05999,2023-03-20,Customer_1679,Home Office,South,Tamil Nadu,Technology,Printer,3298.98,8,0.0,731.96
ORD06000,2023-09-17,Customer_1009,Home Office,East,Odisha,Technology,Printer,4081.56,6,0.05,526.08
ORD06001,2023-05-19,Customer_9865,Home Office,West,Gujarat,Furniture,Sofa,3899.54,4,0.15,170.27
ORD06002,2023-02-13,Customer_8326,Corporate,West,Madhya Pradesh,Office Supplies,File,524.14,3,0.15,128.18
ORD06003,2024-08-31,Customer_5570,Corporate,West,Rajasthan,Furniture,Chair,1890.99,2,0.05,291.8
ORD06004,2025-04-18,Customer_2233,Corporate,North,Uttar Pradesh,Office Supplies,Pen,1388.87,8,0.0,128.36
ORD06005,2024-07-05,Customer_7699,Corporate,North,Delhi,Furniture,Bookshelf,2128.55,8,0.05,189.24
ORD06006,2023-07-16,Customer_8219,Home Office,North,Delhi,Technology,Mouse,4069.75,6,0.1,738.85
ORD06007,2025-02-26,Customer_9013,Corporate,East,Assam,Technology,Keyboard,331.46,6,0.1,41.29
ORD06008,2025-05-01,Customer_7084,Home Office,West,Rajasthan,Furniture,Desk,3837.5,5,0.1,187.61
ORD06009,2023-03-20,Customer_3007,Consumer,East,West Bengal,Office Supplies,Stapler,4526.02,9,0.2,420.66
ORD06010,2025-01-15,Customer_7852,Corporate,West,Maharashtra,Office Supplies,Pen,264.72,3,0.0,53.34
ORD06011,2023-01-06,Customer_2610,Home Office,West,Rajasthan,Furniture,Bookshelf,457.63,8,0.05,23.45
ORD06012,2024-03-27,Customer_1693,Corporate,South,Karnataka,Furniture,Table,4574.13,3,0.15,1053.11
ORD06013,2023-12-09,Customer_8025,Corporate,West,Rajasthan,Technology,Keyboard,3241.23,1,0.05,156.95
ORD06014,2023-06-21,Customer_6478,Home Office,North,Haryana,Furniture,Desk,672.26,8,0.05,86.71
ORD06015,2024-01-26,Customer_4450,Consumer,South,Telangana,Furniture,Sofa,1024.47,1,0.05,210.06
ORD06016,2024-02-23,Customer_4155,Corporate,South,Kerala,Technology,Printer,3777.4,5,0.0,916.81
ORD06017,2025-01-16,Customer_3631,Home Office,North,Uttar Pradesh,Office Supplies,Marker,642.38,9,0.05,71.47
ORD06018,2024-10-01,Customer_9276,Corporate,South,Kerala,Furniture,Chair,4957.41,7,0.2,636.19
ORD06019,2024-09-19,Customer_3797,Home Office,North,Punjab,Furniture,Chair,3089.34,7,0.1,206.38
ORD06020,2024-02-29,Customer_1055,Corporate,South,Kerala,Office Supplies,File,4947.25,4,0.1,621.02
ORD06021,2024-01-08,Customer_8905,Consumer,South,Telangana,Furniture,Bookshelf,2065.47,7,0.0,399.03
ORD06022,2025-05-11,Customer_8552,Home Office,West,Gujarat,Office Supplies,Stapler,3634.24,6,0.2,762.52
ORD06023,2024-06-06,Customer_2838,Home Office,South,Telangana,Office Supplies,Pen,4588.81,8,0.1,852.17
ORD06024,2024-12-22,Customer_3870,Corporate,West,Gujarat,Furniture,Bookshelf,3711.2,1,0.1,684.46
ORD06025,2023-02-10,Customer_7432,Consumer,South,Tamil Nadu,Office Supplies,Pen,4210.15,2,0.2,819.16
ORD06026,2023-01-28,Customer_9461,Home Office,North,Punjab,Furniture,Bookshelf,1788.85,7,0.05,284.97
ORD06027,2024-02-14,Customer_7641,Home Office,West,Rajasthan,Technology,Printer,2918.18,1,0.05,284.17
ORD06028,2023-06-22,Customer_5129,Corporate,South,Tamil Nadu,Furniture,Bookshelf,764.74,3,0.15,91.55
ORD06029,2023-01-14,Customer_6425,Home Office,South,Telangana,Furniture,Sofa,2518.39,1,0.2,345.75
ORD06030,2024-04-07,Customer_1522,Corporate,West,Madhya Pradesh,Technology,Mouse,4768.52,5,0.2,472.75
ORD06031,2024-06-07,Customer_1442,Consumer,East,Assam,Technology,Laptop,1016.06,8,0.05,50.38
ORD06032,2024-03-25,Customer_1894,Home Office,West,Gujarat,Furniture,Sofa,4555.75,4,0.2,72.76
ORD06033,2024-12-14,Customer_5993,Corporate,East,Bihar,Office Supplies,Marker,4544.34,1,0.0,1000.82
ORD06034,2023-01-22,Customer_5833,Consumer,West,Madhya Pradesh,Office Supplies,Notebook,2526.93,1,0.2,41.32
ORD06035,2023-11-28,Customer_7998,Consumer,North,Delhi,Office Supplies,Notebook,4916.29,7,0.15,1127.07
ORD06036,2023-06-26,Customer_2007,Consumer,South,Kerala,Furniture,Desk,2464.18,2,0.15,60.54
ORD06037,2023-11-16,Customer_5368,Consumer,West,Maharashtra,Furniture,Table,3133.75,6,0.1,743.18
ORD06038,2023-09-02,Customer_8190,Corporate,West,Rajasthan,Furniture,Sofa,1458.88,6,0.0,314.57
ORD06039,2025-04-07,Customer_7270,Consumer,West,Madhya Pradesh,Technology,Monitor,1938.23,4,0.15,177.9
ORD06040,2024-06-04,Customer_5241,Home Office,West,Gujarat,Furniture,Desk,3454.24,8,0.2,118.33
ORD06041,2024-06-21,Customer_9491,Home Office,East,West Bengal,Office Supplies,Marker,2489.28,8,0.1,552.45
ORD06042,2024-11-24,Customer_9493,Corporate,West,Madhya Pradesh,Furniture,Desk,4693.84,9,0.05,655.43
ORD06043,2024-09-26,Customer_1960,Corporate,East,Odisha,Office Supplies,Notebook,4194.42,8,0.05,396.84
ORD06044,2023-02-26,Customer_7124,Consumer,East,Bihar,Office Supplies,Stapler,4125.69,7,0.15,960.27
ORD06045,2023-05-06,Customer_8374,Consumer,West,Madhya Pradesh,Furniture,Chair,1519.66,4,0.2,376.19
ORD06046,2024-09-01,Customer_5564,Home Office,West,Madhya Pradesh,Furniture,Desk,4231.72,7,0.0,686.66
ORD06047,2024-07-30,Customer_1710,Consumer,West,Rajasthan,Technology,Keyboard,2530.41,4,0.0,585.24
ORD06048,2024-04-18,Customer_5664,Corporate,North,Uttar Pradesh,Furniture,Desk,2058.04,9,0.0,432.7
ORD06049,2024-01-12,Customer_8376,Corporate,North,Haryana,Office Supplies,File,2076.92,4,0.0,154.72
ORD06050,2025-01-14,Customer_9283,Corporate,South,Kerala,Technology,Laptop,1834.14,7,0.05,250.68
ORD06051,2023-05-08,Customer_6855,Consumer,West,Gujarat,Office Supplies,Notebook,1254.99,7,0.05,155.5
ORD06052,2025-03-20,Customer_2553,Home Office,North,Delhi,Office Supplies,Pen,4488.68,8,0.2,569.97
ORD06053,2023-09-17,Customer_2074,Corporate,East,West Bengal,Furniture,Sofa,4503.02,2,0.1,328.28
ORD06054,2024-05-16,Customer_6303,Home Office,East,Bihar,Technology,Keyboard,847.63,9,0.2,44.13
ORD06055,2024-04-24,Customer_6076,Corporate,East,Odisha,Technology,Printer,2162.08,4,0.15,68.83
ORD06056,2024-05-04,Customer_6252,Consumer,West,Rajasthan,Technology,Keyboard,1730.55,2,0.05,388.14
ORD06057,2023-08-11,Customer_4991,Consumer,South,Karnataka,Furniture,Desk,642.3,2,0.15,165.8
ORD06058,2025-02-15,Customer_3377,Consumer,North,Delhi,Furniture,Desk,1312.97,1,0.15,129.62
ORD06059,2024-03-10,Customer_4598,Corporate,North,Delhi,Technology,Mouse,3175.33,3,0.2,822.47
ORD06060,2025-05-03,Customer_6602,Home Office,East,Assam,Technology,Laptop,3804.6,7,0.2,757.99
ORD06061,2023-11-23,Customer_5824,Home Office,West,Rajasthan,Technology,Laptop,2676.65,2,0.1,225.09
ORD06062,2023-07-19,Customer_5180,Home Office,North,Haryana,Office Supplies,Notebook,230.77,2,0.1,11.32
ORD06063,2023-12-28,Customer_2254,Consumer,West,Rajasthan,Furniture,Desk,1976.87,2,0.1,500.92
ORD06064,2025-02-26,Customer_6353,Corporate,East,Odisha,Furniture,Desk,3841.13,9,0.15,124.73
ORD06065,2023-04-09,Customer_1360,Home Office,North,Uttar Pradesh,Office Supplies,File,3090.85,8,0.05,759.71
ORD06066,2024-09-08,Customer_9088,Home Office,North,Haryana,Office Supplies,File,1274.77,6,0.05,285.24
ORD06067,2023-07-02,Customer_4938,Home Office,West,Madhya Pradesh,Office Supplies,File,3752.53,5,0.1,205.73
ORD06068,2024-01-01,Customer_3158,Home Office,South,Tamil Nadu,Office Supplies,Stapler,1917.74,2,0.15,315.51
ORD06069,2025-03-25,Customer_9413,Home Office,South,Kerala,Furniture,Sofa,441.15,2,0.05,106.18
ORD06070,2024-08-31,Customer_4670,Consumer,East,West Bengal,Office Supplies,Marker,833.05,4,0.0,88.02
ORD06071,2023-11-08,Customer_8446,Home Office,East,Bihar,Office Supplies,Notebook,4620.97,7,0.0,327.54
ORD06072,2024-10-07,Customer_9088,Home Office,South,Tamil Nadu,Office Supplies,Notebook,1033.9,3,0.15,193.29
ORD06073,2023-06-03,Customer_5690,Consumer,South,Telangana,Furniture,Sofa,4735.33,7,0.0,1059.31
ORD06074,2023-05-29,Customer_8614,Home Office,East,Odisha,Furniture,Table,1570.45,1,0.1,405.18
ORD06075,2023-01-28,Customer_9250,Corporate,West,Gujarat,Technology,Laptop,1570.61,7,0.05,200.01
ORD06076,2024-04-18,Customer_1577,Consumer,North,Haryana,Technology,Mouse,656.81,7,0.0,117.47
ORD06077,2024-07-22,Customer_2912,Corporate,West,Madhya Pradesh,Technology,Keyboard,611.58,5,0.15,147.5
ORD06078,2023-09-24,Customer_4916,Home Office,East,Assam,Technology,Mouse,3496.96,3,0.1,464.05
ORD06079,2024-09-13,Customer_3326,Corporate,North,Haryana,Furniture,Bookshelf,1864.09,6,0.0,554.05
ORD06080,2025-02-21,Customer_8453,Corporate,South,Kerala,Furniture,Sofa,3836.65,4,0.05,440.92
ORD06081,2025-04-05,Customer_7970,Home Office,South,Tamil Nadu,Technology,Keyboard,4804.5,1,0.15,603.86
ORD06082,2025-05-20,Customer_1271,Home Office,East,Odisha,Technology,Laptop,4788.68,9,0.15,458.29
ORD06083,2025-02-28,Customer_5943,Home Office,South,Karnataka,Office Supplies,File,4161.09,2,0.15,852.67
ORD06084,2023-02-16,Customer_8589,Home Office,South,Kerala,Technology,Printer,1386.23,1,0.2,145.51
ORD06085,2024-02-01,Customer_1065,Corporate,West,Madhya Pradesh,Furniture,Desk,4504.11,1,0.0,728.74
ORD06086,2023-01-26,Customer_5571,Consumer,East,West Bengal,Technology,Laptop,998.33,9,0.15,89.53
ORD06087,2024-11-24,Customer_2960,Consumer,East,West Bengal,Office Supplies,Notebook,2542.81,7,0.0,134.33
ORD06088,2023-04-01,Customer_4898,Consumer,South,Kerala,Office Supplies,Stapler,1395.83,8,0.1,168.76
ORD06089,2025-03-20,Customer_7842,Consumer,East,Assam,Furniture,Bookshelf,1663.79,5,0.15,156.42
ORD06090,2023-07-12,Customer_1626,Home Office,East,Bihar,Office Supplies,Marker,3461.83,3,0.0,757.74
ORD06091,2023-08-12,Customer_6961,Corporate,East,Bihar,Office Supplies,Pen,774.22,2,0.0,202.57
ORD06092,2024-05-10,Customer_8353,Consumer,East,Odisha,Office Supplies,Marker,4628.27,1,0.1,480.59
ORD06093,2024-05-02,Customer_3603,Corporate,East,West Bengal,Technology,Printer,301.5,1,0.15,61.27
ORD06094,2023-09-05,Customer_6697,Corporate,East,Odisha,Office Supplies,Pen,3814.25,9,0.15,269.77
ORD06095,2024-08-28,Customer_2859,Consumer,West,Rajasthan,Office Supplies,Notebook,4554.76,3,0.05,837.48
ORD06096,2024-09-06,Customer_5692,Corporate,South,Tamil Nadu,Office Supplies,Notebook,998.31,5,0.0,109.48
ORD06097,2023-04-11,Customer_1761,Consumer,North,Delhi,Office Supplies,Pen,4822.29,1,0.0,1176.03
ORD06098,2023-10-29,Customer_8740,Corporate,North,Haryana,Furniture,Table,1970.95,4,0.05,203.34
ORD06099,2023-03-22,Customer_7738,Consumer,South,Karnataka,Furniture,Table,408.0,4,0.2,104.55
ORD06100,2024-12-22,Customer_2881,Consumer,East,Assam,Office Supplies,Notebook,815.47,9,0.05,78.2
ORD06101,2024-11-29,Customer_1621,Corporate,North,Punjab,Technology,Printer,327.51,1,0.0,37.21
ORD06102,2023-09-13,Customer_4452,Consumer,South,Telangana,Technology,Keyboard,2943.2,1,0.1,511.93
ORD06103,2023-08-02,Customer_1531,Consumer,North,Haryana,Office Supplies,File,204.03,5,0.1,29.79
ORD06104,2024-06-21,Customer_7564,Home Office,South,Karnataka,Technology,Keyboard,3556.98,4,0.0,856.41
ORD06105,2023-03-01,Customer_3524,Consumer,East,Odisha,Technology,Laptop,1165.96,5,0.0,229.62
ORD06106,2023-04-29,Customer_6301,Consumer,East,Bihar,Technology,Mouse,3538.45,4,0.0,709.35
ORD06107,2025-01-17,Customer_5174,Corporate,East,Odisha,Technology,Monitor,261.49,9,0.05,44.28
ORD06108,2024-05-02,Customer_1243,Home Office,North,Delhi,Technology,Printer,195.62,3,0.2,19.82
ORD06109,2023-02-08,Customer_4247,Corporate,West,Rajasthan,Office Supplies,Marker,1706.49,7,0.1,420.05
ORD06110,2024-11-30,Customer_8321,Home Office,East,Odisha,Furniture,Desk,1160.31,4,0.2,168.63
ORD06111,2023-06-21,Customer_1506,Corporate,West,Gujarat,Office Supplies,Stapler,1647.07,4,0.2,137.1
ORD06112,2023-10-22,Customer_7600,Home Office,East,West Bengal,Office Supplies,Notebook,1406.28,5,0.1,72.66
ORD06113,2025-04-30,Customer_2957,Home Office,North,Punjab,Furniture,Bookshelf,4565.8,4,0.15,310.88
ORD06114,2024-03-05,Customer_2342,Corporate,East,Odisha,Technology,Laptop,4353.38,2,0.0,1277.36
ORD06115,2024-02-04,Customer_5785,Consumer,East,West Bengal,Office Supplies,Pen,3466.25,9,0.2,349.65
ORD06116,2023-10-15,Customer_2062,Home Office,West,Maharashtra,Office Supplies,File,4645.55,6,0.2,339.59
ORD06117,2023-10-08,Customer_6684,Home Office,West,Maharashtra,Technology,Laptop,1382.9,8,0.05,324.91
ORD06118,2023-01-09,Customer_9877,Consumer,South,Karnataka,Office Supplies,Stapler,3217.38,3,0.05,198.19
ORD06119,2024-10-22,Customer_2241,Corporate,North,Uttar Pradesh,Office Supplies,Notebook,1585.75,6,0.1,353.24
ORD06120,2025-02-13,Customer_6530,Home Office,South,Karnataka,Office Supplies,Pen,4573.23,3,0.1,563.12
ORD06121,2024-10-09,Customer_4923,Consumer,West,Rajasthan,Office Supplies,File,1941.47,1,0.15,212.75
ORD06122,2024-06-02,Customer_3019,Home Office,West,Madhya Pradesh,Technology,Laptop,2251.22,1,0.0,441.03
ORD06123,2025-05-28,Customer_8102,Home Office,South,Kerala,Furniture,Bookshelf,2318.43,8,0.2,373.1
ORD06124,2025-04-15,Customer_2779,Home Office,North,Delhi,Technology,Keyboard,3269.79,7,0.0,469.22
ORD06125,2023-05-02,Customer_5766,Corporate,South,Karnataka,Office Supplies,Stapler,1485.71,2,0.15,288.97
ORD06126,2024-04-22,Customer_9312,Consumer,South,Karnataka,Office Supplies,File,1076.87,7,0.2,225.97
ORD06127,2023-09-14,Customer_8471,Consumer,South,Karnataka,Technology,Laptop,2609.69,6,0.1,336.61
ORD06128,2024-08-10,Customer_6008,Home Office,West,Rajasthan,Office Supplies,Stapler,3429.34,4,0.05,148.15
ORD06129,2024-10-13,Customer_7057,Home Office,West,Gujarat,Furniture,Table,2400.08,2,0.05,192.62
ORD06130,2023-01-05,Customer_5062,Corporate,West,Maharashtra,Technology,Printer,3273.07,4,0.1,297.22
ORD06131,2023-03-19,Customer_2577,Home Office,North,Haryana,Furniture,Table,2296.74,7,0.05,126.58
ORD06132,2024-06-26,Customer_5075,Home Office,North,Haryana,Office Supplies,Marker,943.33,4,0.0,89.3
ORD06133,2023-11-29,Customer_2235,Corporate,North,Punjab,Office Supplies,Marker,4486.72,6,0.2,1114.38
ORD06134,2024-07-26,Customer_3403,Home Office,North,Uttar Pradesh,Technology,Keyboard,4975.86,3,0.05,1271.61
ORD06135,2023-11-28,Customer_2259,Consumer,North,Punjab,Technology,Keyboard,211.3,4,0.05,28.7
ORD06136,2024-01-21,Customer_3589,Corporate,West,Rajasthan,Furniture,Desk,3432.54,6,0.15,650.76
ORD06137,2025-04-19,Customer_6357,Corporate,West,Madhya Pradesh,Office Supplies,Marker,3788.65,9,0.2,176.01
ORD06138,2023-07-26,Customer_9602,Home Office,North,Delhi,Furniture,Chair,1052.8,5,0.1,101.88
ORD06139,2024-03-30,Customer_9853,Consumer,East,Assam,Furniture,Sofa,3255.22,5,0.05,469.42
ORD06140,2024-07-30,Customer_7002,Home Office,North,Delhi,Furniture,Sofa,2095.66,5,0.05,130.23
ORD06141,2023-11-22,Customer_7033,Home Office,East,Assam,Technology,Mouse,4942.25,6,0.15,668.6
ORD06142,2024-10-18,Customer_6426,Corporate,West,Madhya Pradesh,Office Supplies,File,1726.13,1,0.0,420.71
ORD06143,2023-11-20,Customer_5699,Corporate,West,Gujarat,Technology,Mouse,1978.15,6,0.0,145.18
ORD06144,2024-02-06,Customer_4852,Consumer,North,Uttar Pradesh,Office Supplies,Notebook,690.25,3,0.2,68.75
ORD06145,2024-07-10,Customer_1573,Home Office,North,Delhi,Technology,Mouse,4781.49,1,0.2,1072.74
ORD06146,2024-06-01,Customer_2398,Home Office,West,Maharashtra,Furniture,Desk,3388.81,5,0.05,850.49
ORD06147,2025-04-29,Customer_4266,Home Office,East,Assam,Technology,Printer,2550.72,5,0.05,228.29
ORD06148,2025-05-10,Customer_2974,Consumer,North,Punjab,Office Supplies,Pen,2467.91,6,0.0,229.12
ORD06149,2024-02-10,Customer_9219,Home Office,East,West Bengal,Office Supplies,Stapler,2149.2,3,0.1,234.67
ORD06150,2023-04-20,Customer_3691,Home Office,East,Bihar,Office Supplies,Notebook,1587.33,5,0.15,354.67
ORD06151,2023-09-04,Customer_4089,Home Office,East,Odisha,Technology,Printer,3558.91,4,0.15,145.14
ORD06152,2024-08-03,Customer_7801,Home Office,North,Haryana,Furniture,Bookshelf,4745.13,1,0.2,1129.95
ORD06153,2023-12-13,Customer_6322,Corporate,North,Haryana,Technology,Keyboard,855.65,4,0.1,31.3
ORD06154,2023-08-22,Customer_1036,Consumer,South,Karnataka,Office Supplies,Stapler,1201.51,3,0.2,65.74
ORD06155,2024-11-07,Customer_6072,Home Office,West,Madhya Pradesh,Technology,Laptop,2781.91,4,0.0,816.6
ORD06156,2023-10-17,Customer_1760,Corporate,East,Bihar,Technology,Monitor,4995.96,1,0.0,1048.72
ORD06157,2024-03-06,Customer_1996,Corporate,North,Haryana,Office Supplies,Marker,3527.76,3,0.0,730.44
ORD06158,2023-07-26,Customer_3260,Home Office,West,Rajasthan,Furniture,Table,3331.22,6,0.15,510.12
ORD06159,2024-09-04,Customer_2780,Home Office,South,Kerala,Office Supplies,Marker,968.82,5,0.2,234.38
ORD06160,2023-03-09,Customer_4286,Home Office,South,Karnataka,Office Supplies,Notebook,599.03,2,0.0,102.89
ORD06161,2024-04-06,Customer_3348,Consumer,North,Delhi,Office Supplies,Notebook,1593.8,5,0.1,288.69
ORD06162,2023-01-20,Customer_8097,Corporate,South,Kerala,Technology,Laptop,1656.54,9,0.05,190.48
ORD06163,2025-01-30,Customer_9175,Home Office,East,Assam,Office Supplies,Stapler,4670.22,6,0.0,1296.91
ORD06164,2023-05-16,Customer_3632,Home Office,West,Madhya Pradesh,Furniture,Desk,3635.15,3,0.2,275.4
ORD06165,2025-05-26,Customer_4627,Home Office,North,Uttar Pradesh,Furniture,Sofa,3976.75,2,0.2,109.18
ORD06166,2024-08-05,Customer_9812,Home Office,South,Telangana,Furniture,Sofa,1328.57,9,0.0,283.0
ORD06167,2024-01-07,Customer_7077,Consumer,East,Assam,Furniture,Table,2517.18,2,0.0,577.93
ORD06168,2023-11-25,Customer_8611,Consumer,South,Kerala,Office Supplies,Notebook,2872.64,3,0.0,360.62
ORD06169,2023-08-20,Customer_6100,Home Office,West,Rajasthan,Furniture,Sofa,1469.33,1,0.05,87.33
ORD06170,2024-12-29,Customer_8670,Home Office,South,Telangana,Furniture,Bookshelf,4513.97,4,0.0,470.17
ORD06171,2024-03-07,Customer_6173,Home Office,West,Rajasthan,Technology,Laptop,4639.22,1,0.15,1159.12
ORD06172,2023-01-13,Customer_7814,Corporate,East,Assam,Office Supplies,Notebook,4675.43,2,0.0,913.0
ORD06173,2025-04-10,Customer_8008,Home Office,West,Rajasthan,Technology,Laptop,2011.75,1,0.2,263.33
ORD06174,2024-09-19,Customer_6861,Consumer,West,Madhya Pradesh,Furniture,Sofa,476.96,2,0.1,51.27
ORD06175,2024-12-03,Customer_9728,Consumer,East,Assam,Furniture,Sofa,209.05,9,0.2,23.4
ORD06176,2025-05-01,Customer_9097,Home Office,East,Assam,Furniture,Chair,982.37,5,0.2,59.48
ORD06177,2025-04-02,Customer_8400,Corporate,West,Madhya Pradesh,Office Supplies,Marker,4825.25,4,0.15,880.38
ORD06178,2024-03-24,Customer_1058,Consumer,South,Tamil Nadu,Technology,Printer,1921.44,3,0.1,266.97
ORD06179,2023-05-23,Customer_3293,Corporate,East,Bihar,Technology,Laptop,4687.36,7,0.0,1208.19
ORD06180,2025-05-27,Customer_9738,Home Office,South,Tamil Nadu,Technology,Keyboard,720.25,8,0.15,117.08
ORD06181,2025-04-07,Customer_9421,Consumer,West,Gujarat,Technology,Keyboard,3237.46,9,0.05,851.12
ORD06182,2023-03-09,Customer_3145,Corporate,South,Kerala,Office Supplies,Notebook,4109.25,6,0.15,267.98
ORD06183,2023-08-17,Customer_9822,Home Office,South,Telangana,Furniture,Desk,2451.6,1,0.1,102.68
ORD06184,2025-02-10,Customer_6607,Consumer,North,Haryana,Furniture,Chair,130.16,4,0.2,26.46
ORD06185,2024-07-29,Customer_2663,Consumer,North,Haryana,Technology,Mouse,3522.79,1,0.05,197.23
ORD06186,2023-02-24,Customer_5216,Consumer,East,West Bengal,Technology,Keyboard,4397.52,6,0.05,857.02
ORD06187,2024-03-16,Customer_6004,Corporate,West,Gujarat,Furniture,Bookshelf,1858.91,3,0.15,167.13
ORD06188,2025-05-18,Customer_4443,Corporate,West,Madhya Pradesh,Technology,Keyboard,649.15,9,0.1,148.57
ORD06189,2024-01-07,Customer_8930,Corporate,East,Odisha,Furniture,Chair,4120.33,8,0.15,535.83
ORD06190,2024-02-17,Customer_7266,Home Office,South,Karnataka,Furniture,Chair,1644.2,6,0.1,252.32
ORD06191,2025-05-19,Customer_6123,Home Office,West,Madhya Pradesh,Furniture,Desk,3312.44,1,0.2,675.17
ORD06192,2024-08-06,Customer_1542,Home Office,South,Telangana,Technology,Laptop,1741.19,2,0.15,446.59
ORD06193,2024-08-02,Customer_1546,Home Office,East,Bihar,Furniture,Sofa,4463.65,5,0.1,247.13
ORD06194,2025-03-27,Customer_5774,Home Office,North,Delhi,Office Supplies,Notebook,2786.51,4,0.0,146.27
ORD06195,2025-03-01,Customer_7211,Home Office,East,Assam,Furniture,Table,3050.29,6,0.05,684.51
ORD06196,2023-09-24,Customer_9911,Corporate,East,West Bengal,Technology,Laptop,4969.59,7,0.2,827.97
ORD06197,2024-12-07,Customer_5339,Consumer,East,Bihar,Office Supplies,Notebook,3215.91,7,0.0,461.24
ORD06198,2025-06-05,Customer_2962,Home Office,West,Madhya Pradesh,Furniture,Sofa,3183.82,9,0.1,323.48
ORD06199,2023-07-07,Customer_4123,Consumer,South,Tamil Nadu,Technology,Monitor,681.41,5,0.05,28.61
ORD06200,2023-02-28,Customer_8442,Corporate,West,Rajasthan,Technology,Printer,2964.63,4,0.15,780.57
ORD06201,2024-01-25,Customer_4045,Corporate,West,Madhya Pradesh,Office Supplies,Marker,506.4,7,0.05,109.89
ORD06202,2024-11-24,Customer_6391,Home Office,East,Assam,Technology,Monitor,3249.49,2,0.2,813.0
ORD06203,2024-09-10,Customer_5714,Home Office,North,Uttar Pradesh,Furniture,Chair,4283.87,7,0.2,160.1
ORD06204,2023-04-12,Customer_8854,Corporate,North,Delhi,Furniture,Desk,224.99,4,0.15,46.63
ORD06205,2024-10-01,Customer_5429,Home Office,East,West Bengal,Technology,Printer,4222.26,8,0.1,220.3
ORD06206,2024-07-23,Customer_9095,Home Office,East,Odisha,Technology,Keyboard,4033.73,5,0.2,308.37
ORD06207,2025-06-14,Customer_8112,Corporate,South,Kerala,Technology,Laptop,2013.39,4,0.2,325.03
ORD06208,2023-08-21,Customer_1815,Home Office,East,Bihar,Office Supplies,Notebook,595.55,4,0.0,138.23
ORD06209,2023-11-21,Customer_7134,Corporate,East,Assam,Furniture,Desk,4266.21,4,0.1,878.52
ORD06210,2025-04-11,Customer_4114,Home Office,West,Rajasthan,Furniture,Sofa,2230.24,7,0.1,391.23
ORD06211,2023-04-21,Customer_1022,Corporate,North,Uttar Pradesh,Technology,Keyboard,4539.82,8,0.0,291.34
ORD06212,2025-01-13,Customer_9938,Home Office,East,Odisha,Office Supplies,Notebook,4111.68,3,0.15,966.04
ORD06213,2023-11-21,Customer_7336,Corporate,East,Bihar,Furniture,Bookshelf,1256.14,6,0.0,233.51
ORD06214,2023-02-17,Customer_4178,Home Office,West,Maharashtra,Furniture,Desk,4088.32,3,0.15,526.0
ORD06215,2023-01-29,Customer_5633,Home Office,South,Karnataka,Office Supplies,Pen,2169.91,9,0.15,422.44
ORD06216,2024-12-13,Customer_9258,Home Office,East,West Bengal,Furniture,Desk,4667.67,3,0.0,1221.91
ORD06217,2025-01-26,Customer_7101,Consumer,South,Kerala,Technology,Keyboard,2817.55,1,0.0,275.04
ORD06218,2023-07-31,Customer_6378,Consumer,East,Assam,Furniture,Chair,1225.64,6,0.0,87.67
ORD06219,2023-01-21,Customer_1728,Home Office,North,Delhi,Technology,Keyboard,2006.31,2,0.15,253.01
ORD06220,2024-05-18,Customer_5942,Corporate,East,Assam,Furniture,Table,3000.57,3,0.0,372.65
ORD06221,2024-02-27,Customer_6825,Home Office,East,Bihar,Office Supplies,Pen,2406.38,5,0.15,282.69
ORD06222,2024-05-22,Customer_7735,Corporate,East,Assam,Technology,Mouse,2346.12,7,0.1,549.95
